session_id,total_pnl,max_drawdown,sharpe_like,maker_share,fill_count,max_abs_position
0,4491209.0,-617033.0,3.8038144513631535,0.03960539677934136,6893.0,76.0
1,4872277.0,-365928.0,4.1968360971291805,0.04084896060473906,6879.0,76.0
2,7251868.0,-222553.0,5.9805413624003965,0.03866554997208264,7164.0,76.0
3,4089089.5,-312780.0,3.5685087631178725,0.0378665095034625,6787.0,76.0
4,3758617.5,-479049.5,3.197714042283927,0.042071197411003236,6798.0,76.0
5,7801263.5,-327098.0,6.358647269674625,0.034576534576534576,7722.0,76.0
6,7226620.0,-330836.0,5.655775234358883,0.04232283464566929,7112.0,76.0
7,5977357.5,-281365.5,5.126077629337274,0.03975089439512389,7547.0,76.0
8,4411684.0,-476572.0,4.065068549052587,0.04231496291987785,6877.0,76.0
9,6332020.0,-344882.5,5.15532273028536,0.04037222619899785,6985.0,76.0
10,6502668.0,-256063.0,5.411075688306666,0.03285477636664826,7244.0,76.0
11,5684195.5,-356461.5,4.610808392982484,0.03811149032992037,7032.0,76.0
12,4046922.5,-459107.0,3.6050029343894687,0.038896952104499276,6890.0,76.0
13,6122158.5,-260865.0,5.204909281689835,0.03707962058062662,6958.0,76.0
14,4137504.0,-500498.0,3.819672220381193,0.03515406162464986,7140.0,76.0
15,6743535.5,-347898.0,5.406207013534003,0.04036384309266629,7036.0,76.0
16,6135393.0,-475432.0,5.0298269889354525,0.03971014492753623,6900.0,76.0
17,4690798.0,-532357.0,4.010040997332465,0.0403214234466925,6969.0,76.0
18,5016448.5,-245265.0,4.674500057441469,0.040625897215044504,6966.0,76.0
19,6519332.5,-386281.5,5.214781069544074,0.0348,7500.0,76.0
20,6049981.0,-363116.5,4.84374499851844,0.03724291272929405,7196.0,76.0
21,7240045.0,-257216.0,5.9579503924372315,0.04320896622916974,6781.0,76.0
22,8003558.0,-315346.0,5.877454978051361,0.034585650345856506,7373.0,76.0
23,6461193.0,-407610.0,5.14964076090856,0.03535634743875279,7184.0,76.0
